,post_id,post_text,time,comments,shares,reaction_count,media,day,hour
273,657305856605289,"Với mỗi 10.000 đồng doanh thu từ các sản phẩm xổ số tự chọn của Công ty Xổ số Điện toán Việt Nam (Vietlott), sẽ có gần 3.000 đồng được đóng góp vào ngân sách các địa phương để thực hiện đầu tư vào lĩnh vực y tế, giáo dục, chống biến đổi khí hậu, xây dựng nông thôn mới và các công trình phúc lợi xã hội khác; cũng như các hoạt động an sinh xã hội của Vietlott và người chơi sẽ mang đến một tương lai tốt hơn cho thế hệ tương lai.",2023-11-07 14:39:25,49,14,569,2,7,14
274,657224973280044,"Thời tiết giao mùa với đặc điểm nhiệt độ, thời tiết thay đổi thất thường cũng là giai đoạn nhiều bệnh lý truyền nhiễm “vào mùa”. Bệnh giao mùa thu đông có thể tấn công người già, trẻ nhỏ và những người có hệ miễn dịch kém bất kỳ lúc nào. Làm thế nào để nhận biết sớm dấu hiệu, phòng ngừa và điều trị hiệu quả?

Chương trình Giao lưu trực tuyến chủ đề: BỆNH GIAO MÙA THU ĐÔNG Ở NGƯỜI LỚN VÀ TRẺ EM sẽ giúp quý vị cập nhật những thông tin y khoa hữu ích; vai trò của việc phát hiện sớm, chẩn đoán chính xác, điều trị hiệu quả các bệnh mùa thu đông, các loại vắc xin và phương pháp phòng ngừa giúp người dân giảm nguy cơ mắc bệnh, tránh biến chứng nguy hiểm.

Đón xem chương trình vào lúc 20h Thứ Ba ngày 7/11/2023 với sự tư vấn của các chuyên gia BVĐK Tâm Anh Hà Nội.",2023-11-07 14:00:18,3,3,129,1,7,14
275,657268526609022,"Về thuốc lá thế hệ mới, Bộ trưởng Bộ Công Thương cho biết đã có 2 tờ trình ban hành chính sách quản lý thí điểm với thuốc lá điện tử và thuốc lá làm nóng. Bộ Công Thương làm việc với các bên, đặc biệt là Bộ Y tế để rà soát, thống nhất quan điểm, hoàn thiện chính sách quản lý.",2023-11-07 12:37:13,35,29,727,2,7,12
276,657237663278775,"Theo hãng tin Yonhap, trong thông báo ngày 6/11, hãng hàng không Korean Air của Hàn Quốc cho biết tháng trước, Ủy ban đánh giá bệnh tật của Cơ quan Phúc lợi và Bồi thường cho người lao động Hàn Quốc kết luận một cựu tiếp viên hàng không của hãng đã nhiễm bức xạ vũ trụ trong các chuyến bay, hậu quả là mắc bệnh ung thư dạ dày và sau đó tử vong.

Người này làm tiếp viên hàng không trong thời gian 1995-2021, với gần 1.022 giờ bay mỗi năm. Một nửa thời gian này là các chuyến bay đường dài đến châu Mỹ và châu Âu. Các tuyến này bay qua Bắc Cực, được đánh giá là nơi có mức phơi nhiễm bức xạ vũ trụ cao gấp 5 lần mức bình thường. Bức xạ vũ trụ ít ảnh hưởng đến hành khách thỉnh thoảng bay lộ trình này.…",2023-11-07 12:00:08,3,8,611,1,7,12
277,657200913282450,"Nhiều vị trí dải phân cách ở đường dẫn cao tốc TP. Hồ Chí Minh - Long Thành - Dầu Giây, đoạn qua địa bàn TP.Thủ Đức (TP.Hồ Chí Minh) đã bị mất trộm trong thời gian qua.

Cụ thể, vào chiều 6/11, dọc đoạn đường dẫn cao tốc dài khoảng 4 km từ vòng xoay An Phú, đến vòng xoay Phú Hữu (TP Thủ Đức) có 15 vị trí bị mất dải phân cách bằng thép có dán phản quang ngăn giữa làn xe máy và ôtô. Dải phân cách được thiết gồm ống chữ T gắn ống thép dài có trụ vặn ốc vít vào bêtông. Nhiều nơi chỉ còn trơ trọi các con ốc sắt.

Công ty Cổ phần dịch vụ kỹ thuật đường cao tốc Việt Nam (VEC E) cho biết nhân viên tuần tra của đơn vị phát hiện hàng loạt dải phân cách bị mất từ cuối tháng 10, sau đó đã trình báo cơ…",2023-11-07 11:00:25,2,9,516,1,7,11
278,657200283282513,"Liên quan vụ việc cháu bé 4 tuổi nghi bị cha nuôi đánh đập, cơ quan chức năng huyện Đầm Dơi, Cà Mau đã có báo cáo vụ việc.

Theo đó, ông Trần Minh Đắc (SN 1968, ở huyện Phú Quốc, Kiên Giang) - cha nuôi cháu bé đã làm việc với cơ quan chức năng cho biết, ông với bà Lê Thị Huệ làm giấy tờ nhận nuôi cháu T.N.T từ một người tên Minh vào năm 2022. Đến khoảng giữa tháng 10/2023, ông Đắc và bà Huệ đưa cháu về nhà ở ấp Trung Cang, xã Tân Trung sinh sống. Trong quá trình nhận nuôi bé T. đến nay, ông Đắc nhiều lần đánh con bằng roi là nhánh cây, nhằm dạy con. Vào khoảng 10h ngày 5/11/2023, ông Đắc chở bà Huệ đi khám bệnh về thấy bé T. làm đổ đồ đạc trong nhà nên lấy chổi lông, cán nhựa đánh nhiều cái… More",2023-11-07 09:30:27,20,27,1000,1,7,9
279,657189469950261,"Vụ bản đồ Snapchat chứa ""đường đứt đoạn"": Snapchat không có người đại diện hay đầu mối liên hệ tại Việt Nam",2023-11-07 08:32:33,29,10,1500,1,7,8
280,657165153286026,"Thời tiết 7/11: Không khí lạnh tràn miền Bắc, mưa lan vào Trung Bộ",2023-11-07 07:11:59,18,32,1700,1,7,7
281,656976136638261,"Liên tục phá kỷ lục qua từng năm, lễ hội mua sắm độc thân 11/11 là một trong những lễ hội dành cho những tín đồ mua sắm lớn nhất trên thế giới.
Các chuyên gia kỳ vọng lễ hội năm nay tại Trung Quốc sẽ lập kỷ lục mới.",2023-11-06 22:00:46,12,36,613,2,6,22
282,656969633305578,"Vì coi thường pháp luật, vì chủ quan nghĩ mình chưa say, hay vì rất nhiều lý do khác mà nhiều người vẫn ngang nhiên cầm lái xe ô tô sau những cuộc rượu. Để rồi không ít cuộc đời đã phải sang ngã rẽ và phải gánh hậu quả.",2023-11-06 21:14:28,417,689,8200,2,6,21
283,656949776640897,Các góc phố tại TP. Hồ Chí Minh hôm nay được nhuộm xanh bằng Blue Zones,2023-11-06 20:27:16,38,6,1100,1,6,20
284,656918216644053,"Bán kẹo ủng hộ từ thiện, bảo là hảo tâm nhưng lại phải trên 50 nghìn đồng, người ủng hộ được ghi tên vào sổ nhưng hóa ra lại chỉ để ""ghi cho vui"" - Đây là một số thủ đoạn của nhóm đối tượng lừa đảo tại phố đi bộ Hồ Gươm. Và khi ngồi ở công an phường, thì nhiều chiêu trò mới được vạch trần.",2023-11-06 19:54:51,1200,1100,13000,2,6,19
285,656895676646307,"Bệnh viện Đa khoa Đức Giang vừa cấp cứu thành công một bé trai 4 tuổi (ở quận Long Biên, Hà Nội) hôn mê vì biến chứng tiểu đường.

Trước đó, vào cuối tháng 10/2023, trẻ bị ho, sốt, kèm đờm, khò khè nên được gia đình đưa đến Bệnh viện Đa khoa Đức Giang. Theo mẹ của bệnh nhi, trước khi nhập viện, bé chưa phát hiện mắc bệnh lý gì. Tuy nhiên, trong vòng khoảng 3 tuần nay, bé sút khoảng 3kg và tiểu nhiều về đêm.

Sau khi nhập viện vài tiếng, trẻ xuất hiện mệt mỏi tăng, thở nhanh, gắng sức nhiều. Kết quả xét nghiệm cho thấy bệnh nhi đang trong tình trạng nhiễm toan nặng, lượng đường máu tăng lên rất cao 37mmol/l.

Sau khi được chuyển sang khoa hồi sức tích cực, đặt nội khí quản, chủ động kiểm soát đường thở..., hiện trẻ đã tỉnh táo hoàn toàn, tự thở. Ngoài ra, trẻ bắt đầu ăn uống được, các biện pháp kiểm soát đường huyết đã chuyển sang phác đồ tiêm insulin 4 mũi dưới da.

Theo Thạc sĩ, bác sĩ Hoàng Văn Kết, Trưởng khoa Hồi sức tích cực Nhi (Bệnh viện Đa khoa Đức Giang), bệnh tiểu đường ở trẻ em tuy hiếm gặp nhưng biến chứng có thể diễn tiến nặng nếu không được phát hiện sớm, điều trị kịp thời.",2023-11-06 19:05:01,40,86,2300,1,6,19
286,656857226650152,"Sự biến mất của khủng long 66 triệu năm trước luôn đặt ra nhiều câu hỏi và giả thuyết. Một nghiên cứu mới do các nhà khoa học Bỉ thực hiện đã đưa ra những kết luận cho rằng đám mây bụi mịn thoát ra sau tác động của một tiểu hành tinh lên Trái Đất đã thay đổi hoàn toàn môi trường, dẫn đến sự tuyệt chủng của loài khủng long.

Đám mây bụi này ngăn chặn bức xạ Mặt Trời khiến Trái Đất chìm trong bóng tối gần như hoàn toàn suốt 2 năm, tạo ra một mùa Đông kéo dài, khiến khủng long và khoảng 75% loài trên Trái Đất không thể tồn tại.

Với các mô phỏng và dữ liệu thu thập được, các nhà khoa học Bỉ phát hiện nhiệt độ đã giảm khoảng 20 độ C. Họ còn ước tính cú va chạm của tiểu hành tinh vào Trái Đất mạnh gấp khoảng 6 nghìn đến 7 nghìn lần so với quả bom nguyên tử đã ném xuống thành phố Hiroshima của Nhật Bản.",2023-11-06 17:27:50,84,67,7900,1,6,17
287,656788266657048,"Thú cưng của nguyên thủ quốc gia hóa ra cũng là ""báo thủ"".",2023-11-06 16:00:16,213,247,16000,2,6,16
288,656784029990805,"Không chỉ là nhảy múa, họ còn tạo ra những câu chuyện mang thông điệp ý nghĩa về cuộc sống.",2023-11-06 15:00:52,5,9,600,2,6,15
289,656785693323972,"Lúc mời đầu tư thì vẽ ra bức tranh màu hồng, ""không phải làm gì cũng thu trăm triệu một tháng"".

Thế nhưng đến khi các nhà đầu tư phát hiện ra điều bất thường của công ty và đòi lại tiền thì các chiêu bài trì hoãn được đưa ra như: Hứa, cho mã cổ phiếu, thậm chí biến luôn nhà đầu tư thành ""con nợ"".",2023-11-06 14:15:35,196,189,2300,2,6,14
290,656752916660583,"""Từ năm 2021 đến 9/2023, các công ty bảo hiểm chi trả cho các vụ tai nạn xe máy gần 2.300 tỷ đồng. Điều này thể hiện các quy định đã bảo vệ người lái xe máy"", Bộ trưởng Bộ Tài chính Hồ Đức Phớc trả lời ĐBQH trong phiên chất vấn sáng 6/11.",2023-11-06 12:30:21,21000,4500,35000,2,6,12
291,656740063328535,"Với khoảng 397 triệu người dùng thường xuyên trên toàn cầu, Snapchat là một trong những nền tảng MXH có lượng người dùng lớn nhất hiện nay. Snapchat là ứng dụng nhắn tin và chia sẻ hình ảnh, video miễn phí được phát triển bởi Snap Inc (Mỹ).

Năm 2017, Snapchat giới thiệu tính năng Bản đồ (Snap Map), cho phép các người dùng chia sẻ và xem vị trí của nhau, tìm kiếm bạn bè lân cận... Tuy nhiên, mới đây nhiều người dùng Việt Nam đã phát hiện ""đường đứt đoạn"" phi pháp đã xuất hiện trên tính năng Bản đồ của Snapchat.

Cụ thể, tính năng này có 2 chế độ là bản đồ thường và bản đồ vệ tinh. ""Đường đứt đoạn"" phi pháp đã xuất hiện trên bản đồ vệ tinh. Nhiều người dùng cho biết, bản đồ chứa đường này chỉ…",2023-11-06 12:00:08,711,298,34000,1,6,12
292,656729603329581,"Vĩnh Phúc: Tài xế say xỉn tông liên hoàn, 4 người thương vong",2023-11-06 11:00:07,32,9,1700,1,6,11
293,656708886664986,Đồng Nai: Tài xế xe tải lao vào đám đông đang dừng đèn đỏ,2023-11-06 10:40:02,20,7,1300,1,6,10
294,656708469998361,"Qua công tác nắm tình hình địa bàn và từ nguồn tin do quần chúng nhân dân cung cấp, Phòng Cảnh sát hình sự, Công an TP Hồ Chí Minh vừa phát hiện Nhà hàng 97, số 97 bis Sương Nguyệt Ánh, phường Bến Thành, Quận 1 có biểu hiện hoạt động mại dâm do đối tượng Nguyễn Thị Cẩm Nguyên (Nhi) làm chủ và trực tiếp điều hành. Ngoài cơ sở trên, đối tượng Nguyên còn làm chủ một số nhà hàng trên địa bàn Quận 1, Quận 5 hoạt động karaoke không phép.

Trước tình hình trên, Ban Giám đốc Công an thành phố đã chỉ đạo Phòng Cảnh sát hình sự làm chủ công, phối hợp với các đơn vị liên quan đấu tranh, triệt xóa tổ chức hoạt động môi giới mại dâm núp bóng hoạt động kinh doanh tại nhà hàng này.

Bằng thủ đoạn như hứa…",2023-11-06 10:00:07,55,31,2300,1,6,10
295,656687143333827,"Tối 5/11, Công an TP Đồng Xoài, tỉnh Bình Phước phối hợp Công an phường Tiến Thành cho biết đang điều tra làm rõ vụ 1 điều dưỡng thuộc Bệnh viện Đa khoa Bình Phước bị người nhà bệnh nhân hành hung trong đêm gây thương tích khá nặng.

Nạn nhân là điều dưỡng Trương Ngọc Nghĩa, cán bộ thuộc Khoa Ngoại, Bệnh viện Đa khoa Bình Phước. Anh Nghĩa cho biết, khoảng 2h ngày 5/11, bệnh viện có tiếp nhận bệnh nhân tên N.M.Đ (ngụ TP Đồng Xoài) bị chấn thương tay phải. Trong lúc hướng dẫn người nhà bệnh nhân làm thủ tục, người nhà viết sai nên anh Nghĩa đề nghị ghi lại.

Lúc này, một số người nhà bệnh nhân đã manh động, dùng tay, chân, ghế đuổi lao vào đánh điều dưỡng Nghĩa khiến người điều dưỡng này bị…",2023-11-06 09:10:02,264,80,6200,1,6,9
296,656677663334775,"Ngày 5/11, Công an quận Hà Đông đã bắt giữ đối tượng Nguyễn Huy Hưng (SN 1986; trú tại Nam Từ Liêm, Hà Nội) để điều tra về hành vi trộm cắp tài sản.

Trước đó, vào tháng 10/2023, Công an quận Hà Đông nhận được phản ánh về việc nhiều xe đạp đắt tiền tại một khung chung cư ở phường Mộ Lao bị mất trộm.

Qua điều tra, trích xuất camera an ninh, cảnh sát xác định thời điểm những chiếc xe đạp bị lấy trộm có một chiếc ô tô đi ra từ tầng hầm chung cư. Chủ xe ô tô này là một nữ cư dân sinh sống tại tòa nhà và có bạn trai tên Hưng thường hay đến căn hộ.

Lực lượng chức năng đã mời Hưng đến làm việc. Sau một hồi quanh co, cuối cùng, Hưng đã phải khai nhận hành vi phạm tội. Theo lời khai của Hưng khi đến…",2023-11-06 08:20:03,236,39,6800,1,6,8
297,656671310002077,"Không khí lạnh tràn về, Bắc Bộ và Trung Bộ có nơi mưa to",2023-11-06 07:40:35,150,88,5300,1,6,7
298,656478370021371,"Theo Trung tâm dự báo khí tượng thủy văn, hiện nay ở phía Bắc có một bộ phận không khí lạnh đang di chuyển xuống phía Nam.

Dự báo, trong ngày 6/11, bộ phận không khí lạnh này sẽ ảnh hưởng đến các khu vực của miền Bắc. Từ đêm 6/11, ở khu vực Bắc Bộ và Bắc Trung Bộ trời lạnh về đêm và sáng, vùng núi trời rét. Trong đợt không khí lạnh này nhiệt độ thấp nhất ở Bắc Bộ và Bắc Trung Bộ phổ biến từ 20-23 độ C, khu vực vùng núi 16-19 độ C.

Từ gần sáng và ngày 6/11, Bắc Bộ có mưa rào và giông rải rác, riêng vùng núi và trung du có mưa vừa, cục bộ có nơi mưa to. Bắc Trung Bộ từ chiều tối ngày 6/11 có mưa, mưa rào và giông rải rác, cục bộ có mưa vừa, mưa to. Trong mưa giông có khả năng xảy ra lốc, sét, mưa đá và gió giật mạnh.

Về thời tiết trong 10 ngày tới, cơ quan khí tượng dự báo khu vực Bắc Bộ: đêm 6/11 có mưa, mưa rào rải rác. Từ khoảng ngày 12 đến 13/11 khả năng có mưa rào và giông rải rác.",2023-11-05 21:54:37,3500,2700,25000,1,5,21
299,656456156690259,"""Hít thở không khí ở New Delhi những ngày này tương đương với việc hút 6 chục điếu thuốc/ngày"" - Một người dân đã phải thốt lên như vậy khi nói về tình trạng ô nhiễm không khí nghiêm trọng tại New Delhi (Ấn Độ).

Nhiều người đã phải ""bỏ phố lên đồi"", tạm rời xa thành phố ô nhiễm để đến với nơi có bầu không khí trong lành hơn.",2023-11-05 21:01:49,17,16,908,2,5,21
300,656416156694259,"Tổ chức tặng kẹo rồi vận động ủng hộ từ thiện cho trẻ em nghèo tại phố đi bộ Hồ Hoàn Kiếm, Hà Nội. Liệu đây có thực sự là việc làm thiện nguyện hay chỉ là một chiêu trò lừa đảo?",2023-11-05 20:15:57,5100,3700,26000,2,5,20
301,656379223364619,"Sáng 5/11, Đội Cảnh sát PCCC và CHCN Công an TP Biên Hoà (Đồng Nai) cho biết vừa cứu thành công anh T.Q.T. (37 tuổi) mắc kẹt trong máy trộn bột xi măng.

Trước đó vào khoảng 0 giờ ngày 5/11, anh T. làm việc tại một cơ sở sản xuất vật liệu xây dựng tại khu phố Miễu, phường Phước Tân. Trong lúc làm việc, nam công nhân bị mắc kẹt 1 chân trong máy.

Phát hiện sự việc, các công nhân ở xưởng lập tức ngắt điện, tìm cách kéo chân nạn nhân ra. Tuy nhiên lúc này chân đã kẹt sâu hơn 40 cm phía trong máy. Do không thể đưa nạn nhân ra khỏi thiết bị, nhân viên cơ sở gọi điện cho cảnh sát cứu hộ.

8 cán bộ cảnh sát đã tới, sử dụng các thiết bị chuyên dùng để mở các cấu kiện của máy trộn xi măng.

Sau khoảng 1 giờ, anh T. đã được giải cứu thành công và sơ cứu ban đầu. Hiện nạn nhân đã được chuyển lên Bệnh viện Chợ Rẫy, TP Hồ Chí Minh.",2023-11-05 19:30:03,30,27,3700,1,5,19
302,656318143370727,"Cương - Gã trai bản nhà giàu, hống hách. Chà - cô bé xinh đẹp sinh ra trong gia đình nghèo khó, bố mẹ đã mất, để lại cho cô khoản nợ lớn cùng trách nhiệm chăm sóc em trai. Với vẻ xinh đẹp, ngây thơ, Chà bị Cương để ý và nhiều lần tìm cách muốn bắt về làm vợ.
Mặc dù chỉ là vai phụ, thế nhưng 2 nhân vật Cương và Chà đã thực sự để lại nhiều ấn tượng đối với khán giả. Cùng gặp gỡ 2 diễn viên trẻ Long Vũ và Hồng Nhung để cùng nghe những chia sẻ về vai diễn.",2023-11-05 18:30:32,64,28,6900,2,5,18
303,656370650032143,"Đối tượng: Có thể ủng hộ bọn em 1 ít được không?
Phóng viên: Ủng hộ như thế nào?
Đối tượng: Kẹo đây, bọn em sẽ lấy tiền đấy để mua đồ dùng, sách vở bút cho các em học sinh vùng cao

Một cây kẹo mút ủng hộ trẻ em nghèo có giá 100.000 đồng … và cái kết của các đối tượng là lên phường.

Đón xem chi tiết ở Chuyển động 24h tối nay, 18h30 trên VTV1",2023-11-05 17:30:27,145,63,3000,1,5,17
304,656355770033631,"Ngày 5/11, Công an TP Thủ Dầu Một đang tạm giữ hình sự Trần Thị Ngọc Thắm, 18 tuổi về hành vi Chiếm đoạt người dưới 16 tuổi.

Làm việc với cơ quan điều tra, bước đầu Thắm khai đã kết hôn, bản thân bị bệnh u nang buồng trứng, từng sảy thai. Hồi đầu năm, với mong muốn có con và áp lực từ nhà chồng, Thắm nói dối đang mang thai và sinh con vào khoảng tháng 10. Do cô có tạng người mập, giống mang bầu, nên nhà chồng không nghi ngờ.

Ngày 4/11, Thắm vào Bệnh viện đa khoa Bình Dương đăng ký sinh con để lừa nhà chồng. Tuy nhiên, bệnh viện phát hiện cô không mang thai nên không cho ở lại. Thắm nảy sinh ý định bắt cóc trẻ sơ sinh đem về làm con mình. Sau đó Thắm lấy trộm áo blouse, giả là cán bộ y tế, lừa gia đình sản phụ để bắt cóc bé gái sơ sinh.

Thắm sau đó bỏ bé gái vào túi xách, rời khỏi bệnh viện và đưa về nhà trọ của mình ở xã Thanh Tuyền, huyện Dầu Tiếng, cách bệnh viện chừng 40 km. Đến khoảng 22h cùng ngày, Công an tỉnh Bình Dương bất ngờ xuất hiện ở phòng trọ, giải cứu cháu bé và đưa Thắm về làm việc.

Cơ quan công an đang tiếp tục điều tra, làm rõ sự việc.",2023-11-05 16:53:16,89,46,2900,1,5,16
305,656304003372141,"Khán giả VTV sẽ được ""đổi món"" với bộ phim mang tên ""Chúng ta của 8 năm sau"".
Nhẹ nhàng nhưng không kém phần hấp dẫn, bộ phim mang đến cho khán giả thông điệp ý nghĩa về tình yêu, tình bạn, tình thân.",2023-11-05 16:30:27,38,36,4600,2,5,16
306,656298586706016,"Thời gian qua, nhiều hình ảnh xấu trong nhà trường đã được học sinh quay lại bằng điện thoại và đưa lên MXH. Tuy nhiên không ít trường hợp nhà trường ngoài việc xử lý những trường hợp vi phạm còn xử lý luôn cả những em đã quay clip.

Liệu điều này có làm các em không dám đấu tranh trước những hành vi sai trái? Câu chuyện đang nhận được nhiều ý kiến tại TP.Hồ Chí Minh",2023-11-05 14:22:19,2600,584,7700,2,5,14
307,656257663376775,"Ngày 4/11, Công an quận Sơn Trà (Đà Nẵng) cho biết, chỉ trong vòng một thời gian ngắn đã phát hiện, bắt giữ ba vụ với bốn đối tượng có liên đến hành vi mua bán, tàng trữ trái phép chất ma túy.
Đáng chú ý, trong quá trình khống chế, do đối tượng bị nhiễm HIV và chảy máu, một số trinh sát bị xây xát nhẹ nên đã phải can thiệp y tế để chống phơi nhiễm.

Cụ thể, Đội Cảnh sát đã tiến hành bắt quả tang đối với NHTN (31 tuổi, quận Cẩm Lệ) thu giữ một gói ma túy dạng đá và LHÂ (27 tuổi, quận Hải Châu), thu giữ bốn gói ma túy đá, một cân tiểu ly và một số dụng cụ khác để phân chia ma túy. Hai đối tượng này đều bị nhiễm HIV, N. bị thương ở tay chảy máu, trong quá trình khống chế một số trinh sát bị xây xát nhẹ nên phải uống thuốc chống phơi nhiễm.

Hiện Đội Cảnh sát điều tra tội phạm về ma túy Công an quận Sơn Trà đang tiếp tục đấu tranh, xử lý các vụ việc, đối tượng nêu trên.",2023-11-05 13:29:01,170,128,22000,1,5,13
308,656272430041965,"Hà Nội tiếp tục chi trả 123,94 tỷ đồng hỗ trợ nạn nhân vụ cháy chung cư mini",2023-11-05 13:17:52,18,5,1300,1,5,13
309,656229396712935,"Thông tin ban đầu, khoảng 17h35 ngày 4/11, chị H.T.B (sinh năm 1998, quê Hậu Giang) đang chăm con gái mới sinh tại khoa Phụ sản, Bệnh viện Đa khoa tỉnh Bình Dương thì có một người phụ nữ mặc blouse trắng vào nói đưa bé đi chích ngừa. Một lúc lâu, không thấy y tá đưa con về nên chị B. hốt hoảng đi tìm và báo cho bệnh viện.

Bệnh viện đã trích xuất camera để xác minh. Từ hình ảnh camera phát hiện có một người phụ nữ đeo kính, mặc áo hồng, quần trắng đi đi, đi lại nhiều lần trước phòng của bệnh nhân. Sau đó, người này vào khu vực thang máy khoác áo blouse trắng. Tiếp đó, người này vào trong phòng sản phụ bế cháu bé sơ sinh đi ra ngoài.

Vụ việc được trình báo công an. Bằng các biện pháp nghiệp…",2023-11-05 11:03:11,406,305,8800,1,5,11
310,656209876714887,"Ngày 4/11, UBND tỉnh Quảng Nam vừa có văn bản về việc triển khai thực hiện một số công tác đối với ""Hội thánh Đức Chúa Trời Mẹ"".

Theo UBND tỉnh Quảng Nam, một số đối tượng ""Hội thánh Đức Chúa Trời Mẹ"" từ các tỉnh, thành khác đến chia thành nhiều nhóm nhỏ, thường xuyên thay đổi địa điểm, phương thức hoạt động nhằm phát triển ""tà đạo"" với nhiều dấu hiệu tiêu cực, có yếu tố mê tín, dị đoan, trục lợi cá nhân.

Hoạt động của Hội thánh của Đức Chúa Trời Mẹ gây bức xúc và phẫn nộ trong quần chúng nhân dân, vi phạm các quy định của pháp luật về tín ngưỡng, tôn giáo, trái thuần phong mỹ tục.

UBND tỉnh Quảng Nam yêu cầu các sở, ban, ngành, đơn vị liên quan và UBND các huyện, thị xã, thành phố trên địa…",2023-11-05 10:00:26,27,18,924,1,5,10
311,656193566716518,"Chiều 4/11, tại buổi họp báo Chính phủ thường kỳ tháng 10/2023, Phó Chủ tịch UBND TP Hà Nội Hà Minh Hải đã cung cấp thông tin về việc thiếu nước tại Khu đô thị Thanh Hà (Cự Khê, Thanh Oai).

Phó Chủ tịch UBND TP Hà Nội cho biết, Khu đô thị Thanh Hà có quy mô dân số khoảng 26.500 người với lưu lượng dùng nước khoảng 3.500m3/ngày đêm. Sau sự cố thiếu nước tại KĐT Thanh Hà, Hà Nội đã triển khai nhiều biện pháp khắc phục. Công ty Nước mặt Sông Đuống đã phối hợp với Công ty Nước sạch Hà Nội, Công ty Cổ phần Viwaco điều tiết nguồn nước cho Công ty Nước sạch Hà Đông để cấp bổ sung cho Khu đô thị Thanh Hà.

""Kết quả, từ ngày 13-26/10, lưu lượng bổ sung tập trung từ các trạm và đặc biệt là bổ sung thêm cấp nước theo giờ, theo xe téc đã sử dụng điều tiết tăng lên từ 3.600 - 5.800m3. Triển khai cấp nước luân phiên, cấp theo giờ"", ông Hải nói.

Theo ông Hà Minh Hải, đến nay, việc cấp nước đã dần ổn định. Qua công tác lấy mẫu, chất lượng nước sạch đầu nguồn cung cấp cho Khu đô thị Thanh Hà đã đảm bảo về tiêu chí, chất lượng của Bộ Y tế.",2023-11-05 09:14:15,8,15,452,1,5,9
312,656170660052142,"Trong phiên đấu giá sáng 4/11, có 75 biển số ô tô được đưa lên sàn đấu giá online để khách hàng cạnh tranh sở hữu. Trong đó, biển số ô tô 30K-555.55 (Hà Nội) xếp đầu danh sách.

Đây là biển số được chốt giá 14,12 tỉ đồng tại phiên đấu ngày 15/9 nhưng sau đó khách hàng không hoàn thành nghĩa vụ tài chính.

Kết thúc cuộc đấu giá, biển số 30K-555.55 được chốt ở mức 14,495 tỉ đồng, cao hơn mức khách hàng trả hôm 15/9. Đây cũng là mức giá cao thứ 3 trong nhóm biển số được đưa ra đấu giá lại, chỉ sau biển 51K-888.88 (15,265 tỉ đồng) và 30K-567.89 (16,57 tỉ đồng).",2023-11-05 08:01:55,31,15,1800,1,5,8
313,656156756720199,Bạn có đồng tình với suy nghĩ này của nhà báo Lại Văn Sâm? #Cohencungthanhxuan #CHCTX #VTV3 #VTVGo,2023-11-05 07:16:09,92,585,8700,2,5,7
314,655968620072346,"Cơ quan An ninh điều tra Bộ Công an đã khởi tố, bắt tạm giam 5 cán bộ Tập đoàn Điện lực Việt Nam (EVN) và Bộ Công Thương với cáo buộc lợi dụng chức vụ, quyền hạn.",2023-11-04 22:08:02,74,40,1500,3,4,22
315,655924530076755,Những chiếc thang như đánh đố người thuê trọ.,2023-11-04 21:06:40,663,206,14000,2,4,21
316,655924536743421,"Biển cấm, biển cánh báo nguy hiểm và cả thông tin xử phạt ngoài rào chắn dường như không ngăn được sự hiếu kỳ của du khách.",2023-11-04 20:12:36,171,46,2600,2,4,20
317,655875893414952,"Triệt phá đường dây buôn lậu điện thoại, máy tính trị giá 300 tỷ",2023-11-04 19:00:21,19,5,1300,1,4,19
318,655826323419909,"Kể từ năm 2024, chín trường THPT ở vùng Kyungbuk của Hàn Quốc sẽ bắt đầu tuyển chọn 65 học sinh quốc tế, và bốn nước được chấp nhận tuyển sinh gồm Việt Nam, Indonesia, Thái Lan và Mông Cổ.

Đây là một trong các biện pháp nhằm ứng phó trước tình trạng suy giảm số học sinh ở Hàn Quốc và cũng là lần đầu tiên các trường trung học phổ thông ở nước này thu hút học sinh nước ngoài.

Tỉnh Kyungbuk có 15 trong số 22 đơn vị hành chính, chiếm khoảng 68% địa giới hành chính nằm trong khu vực suy giảm dân số. Số học sinh tiểu học, trung học cơ sở và trung học phổ thông ở khu vực này đã giảm khoảng 70.000 em trong 10 năm qua.

Để phục vụ việc tuyển sinh nói trên, Phòng Giáo dục Kyungbuk đã thành lập nhóm đặc…",2023-11-04 18:00:07,17,24,983,1,4,18
319,655775746758300,"Về mặt lợi ích, diễn viên A.I có thể giúp tiết kiệm thời, tiết kiệm chi phí nhưng nó cũng mang đến những rủi ro nhất định.",2023-11-04 17:00:20,10,22,1500,2,4,17
320,655822890086919,"Sáng nay, Mark Zuckerberg đã đăng ảnh ông nằm trên giường bệnh với chân trái băng bó lên Facebook và Instagram.

Theo bài đăng này, CEO Meta chia sẻ bị thương ở chân và vừa trải qua ca phẫu thuật. Mark chia sẻ rằng đã và đang luyện tập cho trận đấu MMA vào đầu năm tới, nhưng hiện sẽ phải ""hoãn lại việc đó một chút"".",2023-11-04 16:30:02,164,25,5000,1,4,16
321,655775730091635,"Cùng có chữ ""điện tử"" nhưng nó sai lắm.",2023-11-04 16:00:26,88,118,2300,2,4,16
